Date,Year,Month_name,Day,Hour,Weekday,Work Day,Seasons,Holiday,Functioning Day,Temp_c,Humidity,Humidity_cat,Wind_m_s,Wind_cat,Rain_mm,Rain_cat,Snow_cm,Snow_cat,Bike_count
2018-04-25,2018,Apr,25,18,Wednesday,True,Spring,No Holiday,Yes,21.2,32,Low,3.8,Light,0.0,No Rain,0.0,No Snow,2807
2018-04-25,2018,Apr,25,19,Wednesday,True,Spring,No Holiday,Yes,18.2,36,Low,3.5,Light,0.0,No Rain,0.0,No Snow,1958
2018-04-25,2018,Apr,25,20,Wednesday,True,Spring,No Holiday,Yes,16.8,29,Low,4.3,Moderate,0.0,No Rain,0.0,No Snow,1651
2018-04-25,2018,Apr,25,21,Wednesday,True,Spring,No Holiday,Yes,15.9,35,Low,1.4,Calm,0.0,No Rain,0.0,No Snow,1593
2018-04-25,2018,Apr,25,22,Wednesday,True,Spring,No Holiday,Yes,15.2,35,Low,1.2,Calm,0.0,No Rain,0.0,No Snow,1382
2018-04-25,2018,Apr,25,23,Wednesday,True,Spring,No Holiday,Yes,14.0,45,Moderate,0.6,Calm,0.0,No Rain,0.0,No Snow,906
2018-04-26,2018,Apr,26,0,Thursday,True,Spring,No Holiday,Yes,13.1,47,Moderate,0.3,Calm,0.0,No Rain,0.0,No Snow,692
2018-04-26,2018,Apr,26,1,Thursday,True,Spring,No Holiday,Yes,12.4,55,Moderate,1.0,Calm,0.0,No Rain,0.0,No Snow,546
2018-04-26,2018,Apr,26,2,Thursday,True,Spring,No Holiday,Yes,11.9,57,Moderate,1.0,Calm,0.0,No Rain,0.0,No Snow,409
2018-04-26,2018,Apr,26,3,Thursday,True,Spring,No Holiday,Yes,11.3,66,High,1.0,Calm,0.0,No Rain,0.0,No Snow,239
2018-04-26,2018,Apr,26,4,Thursday,True,Spring,No Holiday,Yes,10.7,70,High,0.7,Calm,0.0,No Rain,0.0,No Snow,140
2018-04-26,2018,Apr,26,5,Thursday,True,Spring,No Holiday,Yes,10.2,73,High,0.8,Calm,0.0,No Rain,0.0,No Snow,180
2018-04-26,2018,Apr,26,6,Thursday,True,Spring,No Holiday,Yes,10.0,72,High,0.8,Calm,0.0,No Rain,0.0,No Snow,452
2018-04-26,2018,Apr,26,7,Thursday,True,Spring,No Holiday,Yes,10.7,68,High,0.8,Calm,0.0,No Rain,0.0,No Snow,1124
2018-04-26,2018,Apr,26,8,Thursday,True,Spring,No Holiday,Yes,11.7,62,High,0.6,Calm,0.0,No Rain,0.0,No Snow,1933
2018-04-26,2018,Apr,26,9,Thursday,True,Spring,No Holiday,Yes,14.0,54,Moderate,1.5,Calm,0.0,No Rain,0.0,No Snow,1027
2018-04-26,2018,Apr,26,10,Thursday,True,Spring,No Holiday,Yes,16.7,47,Moderate,2.2,Light,0.0,No Rain,0.0,No Snow,745
2018-04-26,2018,Apr,26,11,Thursday,True,Spring,No Holiday,Yes,18.1,42,Moderate,2.7,Light,0.0,No Rain,0.0,No Snow,930
2018-04-26,2018,Apr,26,12,Thursday,True,Spring,No Holiday,Yes,19.6,36,Low,2.2,Light,0.0,No Rain,0.0,No Snow,1197
2018-04-26,2018,Apr,26,13,Thursday,True,Spring,No Holiday,Yes,20.6,30,Low,2.4,Light,0.0,No Rain,0.0,No Snow,1084
2018-04-26,2018,Apr,26,14,Thursday,True,Spring,No Holiday,Yes,21.6,28,Low,3.1,Light,0.0,No Rain,0.0,No Snow,1123
2018-04-26,2018,Apr,26,15,Thursday,True,Spring,No Holiday,Yes,21.9,23,Low,2.6,Light,0.0,No Rain,0.0,No Snow,1227
2018-04-26,2018,Apr,26,16,Thursday,True,Spring,No Holiday,Yes,21.7,23,Low,2.5,Light,0.0,No Rain,0.0,No Snow,1386
2018-04-26,2018,Apr,26,17,Thursday,True,Spring,No Holiday,Yes,20.7,30,Low,3.3,Light,0.0,No Rain,0.0,No Snow,1796
2018-04-26,2018,Apr,26,18,Thursday,True,Spring,No Holiday,Yes,17.4,45,Moderate,3.1,Light,0.0,No Rain,0.0,No Snow,2574
2018-04-26,2018,Apr,26,19,Thursday,True,Spring,No Holiday,Yes,15.2,45,Moderate,3.3,Light,0.0,No Rain,0.0,No Snow,1891
2018-04-26,2018,Apr,26,20,Thursday,True,Spring,No Holiday,Yes,14.4,50,Moderate,2.7,Light,0.0,No Rain,0.0,No Snow,1531
2018-04-26,2018,Apr,26,21,Thursday,True,Spring,No Holiday,Yes,13.4,60,Moderate,2.2,Light,0.0,No Rain,0.0,No Snow,1447
2018-04-26,2018,Apr,26,22,Thursday,True,Spring,No Holiday,Yes,12.7,61,High,2.2,Light,0.0,No Rain,0.0,No Snow,1146
2018-04-26,2018,Apr,26,23,Thursday,True,Spring,No Holiday,Yes,12.1,58,Moderate,1.9,Calm,0.0,No Rain,0.0,No Snow,851
2018-04-27,2018,Apr,27,0,Friday,True,Spring,No Holiday,Yes,11.8,59,Moderate,2.4,Light,0.0,No Rain,0.0,No Snow,663
2018-04-27,2018,Apr,27,1,Friday,True,Spring,No Holiday,Yes,11.5,57,Moderate,1.8,Calm,0.0,No Rain,0.0,No Snow,562
2018-04-27,2018,Apr,27,2,Friday,True,Spring,No Holiday,Yes,11.2,58,Moderate,1.4,Calm,0.0,No Rain,0.0,No Snow,361
2018-04-27,2018,Apr,27,3,Friday,True,Spring,No Holiday,Yes,10.7,63,High,1.1,Calm,0.0,No Rain,0.0,No Snow,258
2018-04-27,2018,Apr,27,4,Friday,True,Spring,No Holiday,Yes,10.2,65,High,1.5,Calm,0.0,No Rain,0.0,No Snow,140
2018-04-27,2018,Apr,27,5,Friday,True,Spring,No Holiday,Yes,9.9,69,High,1.1,Calm,0.0,No Rain,0.0,No Snow,170
2018-04-27,2018,Apr,27,6,Friday,True,Spring,No Holiday,Yes,9.9,66,High,1.5,Calm,0.0,No Rain,0.0,No Snow,427
2018-04-27,2018,Apr,27,7,Friday,True,Spring,No Holiday,Yes,10.1,63,High,0.7,Calm,0.0,No Rain,0.0,No Snow,1129
2018-04-27,2018,Apr,27,8,Friday,True,Spring,No Holiday,Yes,11.6,58,Moderate,1.4,Calm,0.0,No Rain,0.0,No Snow,1922
2018-04-27,2018,Apr,27,9,Friday,True,Spring,No Holiday,Yes,13.2,57,Moderate,0.8,Calm,0.0,No Rain,0.0,No Snow,985
2018-04-27,2018,Apr,27,10,Friday,True,Spring,No Holiday,Yes,15.3,50,Moderate,1.0,Calm,0.0,No Rain,0.0,No Snow,789
2018-04-27,2018,Apr,27,11,Friday,True,Spring,No Holiday,Yes,17.7,44,Moderate,1.5,Calm,0.0,No Rain,0.0,No Snow,986
2018-04-27,2018,Apr,27,12,Friday,True,Spring,No Holiday,Yes,19.5,40,Low,1.1,Calm,0.0,No Rain,0.0,No Snow,1142
2018-04-27,2018,Apr,27,13,Friday,True,Spring,No Holiday,Yes,21.0,36,Low,1.0,Calm,0.0,No Rain,0.0,No Snow,1133
2018-04-27,2018,Apr,27,14,Friday,True,Spring,No Holiday,Yes,22.2,32,Low,2.8,Light,0.0,No Rain,0.0,No Snow,1115
2018-04-27,2018,Apr,27,15,Friday,True,Spring,No Holiday,Yes,22.7,29,Low,1.6,Calm,0.0,No Rain,0.0,No Snow,1253
2018-04-27,2018,Apr,27,16,Friday,True,Spring,No Holiday,Yes,23.2,33,Low,2.4,Light,0.0,No Rain,0.0,No Snow,1446
2018-04-27,2018,Apr,27,17,Friday,True,Spring,No Holiday,Yes,21.8,41,Moderate,3.0,Light,0.0,No Rain,0.0,No Snow,1877
2018-04-27,2018,Apr,27,18,Friday,True,Spring,No Holiday,Yes,20.3,47,Moderate,2.5,Light,0.0,No Rain,0.0,No Snow,2577
2018-04-27,2018,Apr,27,19,Friday,True,Spring,No Holiday,Yes,18.7,53,Moderate,2.7,Light,0.0,No Rain,0.0,No Snow,1812
2018-04-27,2018,Apr,27,20,Friday,True,Spring,No Holiday,Yes,16.9,41,Moderate,3.1,Light,0.0,No Rain,0.0,No Snow,1499
2018-04-27,2018,Apr,27,21,Friday,True,Spring,No Holiday,Yes,15.7,51,Moderate,1.9,Calm,0.0,No Rain,0.0,No Snow,1362
2018-04-27,2018,Apr,27,22,Friday,True,Spring,No Holiday,Yes,14.7,63,High,1.4,Calm,0.0,No Rain,0.0,No Snow,1278
2018-04-27,2018,Apr,27,23,Friday,True,Spring,No Holiday,Yes,14.0,66,High,1.2,Calm,0.0,No Rain,0.0,No Snow,975
2018-04-28,2018,Apr,28,0,Saturday,False,Spring,No Holiday,Yes,13.3,70,High,1.6,Calm,0.0,No Rain,0.0,No Snow,777
2018-04-28,2018,Apr,28,1,Saturday,False,Spring,No Holiday,Yes,12.7,74,High,1.8,Calm,0.0,No Rain,0.0,No Snow,672
2018-04-28,2018,Apr,28,2,Saturday,False,Spring,No Holiday,Yes,12.0,76,High,1.0,Calm,0.0,No Rain,0.0,No Snow,522
2018-04-28,2018,Apr,28,3,Saturday,False,Spring,No Holiday,Yes,11.6,76,High,1.0,Calm,0.0,No Rain,0.0,No Snow,325
2018-04-28,2018,Apr,28,4,Saturday,False,Spring,No Holiday,Yes,11.4,78,High,1.8,Calm,0.0,No Rain,0.0,No Snow,166
2018-04-28,2018,Apr,28,5,Saturday,False,Spring,No Holiday,Yes,10.9,81,Very High,1.7,Calm,0.0,No Rain,0.0,No Snow,152
2018-04-28,2018,Apr,28,6,Saturday,False,Spring,No Holiday,Yes,10.6,84,Very High,1.1,Calm,0.0,No Rain,0.0,No Snow,230
2018-04-28,2018,Apr,28,7,Saturday,False,Spring,No Holiday,Yes,10.8,78,High,0.5,Calm,0.0,No Rain,0.0,No Snow,376
2018-04-28,2018,Apr,28,8,Saturday,False,Spring,No Holiday,Yes,12.7,67,High,0.6,Calm,0.0,No Rain,0.0,No Snow,647
2018-04-28,2018,Apr,28,9,Saturday,False,Spring,No Holiday,Yes,15.1,56,Moderate,1.7,Calm,0.0,No Rain,0.0,No Snow,795
2018-04-28,2018,Apr,28,10,Saturday,False,Spring,No Holiday,Yes,17.4,46,Moderate,1.8,Calm,0.0,No Rain,0.0,No Snow,808
2018-04-28,2018,Apr,28,11,Saturday,False,Spring,No Holiday,Yes,19.0,30,Low,3.0,Light,0.0,No Rain,0.0,No Snow,1000
2018-04-28,2018,Apr,28,12,Saturday,False,Spring,No Holiday,Yes,20.5,31,Low,2.5,Light,0.0,No Rain,0.0,No Snow,1278
2018-04-28,2018,Apr,28,13,Saturday,False,Spring,No Holiday,Yes,21.2,31,Low,2.8,Light,0.0,No Rain,0.0,No Snow,1404
2018-04-28,2018,Apr,28,14,Saturday,False,Spring,No Holiday,Yes,21.3,25,Low,3.8,Light,0.0,No Rain,0.0,No Snow,1597
2018-04-28,2018,Apr,28,15,Saturday,False,Spring,No Holiday,Yes,21.1,25,Low,4.1,Moderate,0.0,No Rain,0.0,No Snow,1875
2018-04-28,2018,Apr,28,16,Saturday,False,Spring,No Holiday,Yes,20.4,25,Low,4.7,Moderate,0.0,No Rain,0.0,No Snow,1945
2018-04-28,2018,Apr,28,17,Saturday,False,Spring,No Holiday,Yes,20.1,29,Low,3.3,Light,0.0,No Rain,0.0,No Snow,2043
2018-04-28,2018,Apr,28,18,Saturday,False,Spring,No Holiday,Yes,18.9,30,Low,2.6,Light,0.0,No Rain,0.0,No Snow,1882
2018-04-28,2018,Apr,28,19,Saturday,False,Spring,No Holiday,Yes,16.9,33,Low,1.3,Calm,0.0,No Rain,0.0,No Snow,1590
2018-04-28,2018,Apr,28,20,Saturday,False,Spring,No Holiday,Yes,15.1,34,Low,2.2,Light,0.0,No Rain,0.0,No Snow,1435
2018-04-28,2018,Apr,28,21,Saturday,False,Spring,No Holiday,Yes,13.9,37,Low,1.1,Calm,0.0,No Rain,0.0,No Snow,1351
2018-04-28,2018,Apr,28,22,Saturday,False,Spring,No Holiday,Yes,13.0,45,Moderate,1.6,Calm,0.0,No Rain,0.0,No Snow,1165
2018-04-28,2018,Apr,28,23,Saturday,False,Spring,No Holiday,Yes,12.3,51,Moderate,1.0,Calm,0.0,No Rain,0.0,No Snow,905
2018-04-29,2018,Apr,29,0,Sunday,False,Spring,No Holiday,Yes,11.7,53,Moderate,1.4,Calm,0.0,No Rain,0.0,No Snow,790
2018-04-29,2018,Apr,29,1,Sunday,False,Spring,No Holiday,Yes,11.2,57,Moderate,1.6,Calm,0.0,No Rain,0.0,No Snow,554
2018-04-29,2018,Apr,29,2,Sunday,False,Spring,No Holiday,Yes,10.9,56,Moderate,1.2,Calm,0.0,No Rain,0.0,No Snow,425
2018-04-29,2018,Apr,29,3,Sunday,False,Spring,No Holiday,Yes,10.6,60,Moderate,1.0,Calm,0.0,No Rain,0.0,No Snow,263
2018-04-29,2018,Apr,29,4,Sunday,False,Spring,No Holiday,Yes,10.3,63,High,0.7,Calm,0.0,No Rain,0.0,No Snow,183
2018-04-29,2018,Apr,29,5,Sunday,False,Spring,No Holiday,Yes,9.7,63,High,1.1,Calm,0.0,No Rain,0.0,No Snow,138
2018-04-29,2018,Apr,29,6,Sunday,False,Spring,No Holiday,Yes,9.5,65,High,1.0,Calm,0.0,No Rain,0.0,No Snow,183
2018-04-29,2018,Apr,29,7,Sunday,False,Spring,No Holiday,Yes,9.9,59,Moderate,0.7,Calm,0.0,No Rain,0.0,No Snow,307
2018-04-29,2018,Apr,29,8,Sunday,False,Spring,No Holiday,Yes,12.2,50,Moderate,0.8,Calm,0.0,No Rain,0.0,No Snow,485
2018-04-29,2018,Apr,29,9,Sunday,False,Spring,No Holiday,Yes,14.9,39,Low,0.9,Calm,0.0,No Rain,0.0,No Snow,716
2018-04-29,2018,Apr,29,10,Sunday,False,Spring,No Holiday,Yes,17.5,35,Low,1.8,Calm,0.0,No Rain,0.0,No Snow,787
2018-04-29,2018,Apr,29,11,Sunday,False,Spring,No Holiday,Yes,19.6,28,Low,2.0,Calm,0.0,No Rain,0.0,No Snow,1060
2018-04-29,2018,Apr,29,12,Sunday,False,Spring,No Holiday,Yes,20.5,31,Low,2.6,Light,0.0,No Rain,0.0,No Snow,1375
2018-04-29,2018,Apr,29,13,Sunday,False,Spring,No Holiday,Yes,21.9,27,Low,2.2,Light,0.0,No Rain,0.0,No Snow,1635
2018-04-29,2018,Apr,29,14,Sunday,False,Spring,No Holiday,Yes,21.6,28,Low,3.3,Light,0.0,No Rain,0.0,No Snow,1814
2018-04-29,2018,Apr,29,15,Sunday,False,Spring,No Holiday,Yes,22.8,24,Low,3.3,Light,0.0,No Rain,0.0,No Snow,2019
2018-04-29,2018,Apr,29,16,Sunday,False,Spring,No Holiday,Yes,22.2,23,Low,3.7,Light,0.0,No Rain,0.0,No Snow,2044
2018-04-29,2018,Apr,29,17,Sunday,False,Spring,No Holiday,Yes,21.9,28,Low,3.1,Light,0.0,No Rain,0.0,No Snow,2094
2018-04-29,2018,Apr,29,18,Sunday,False,Spring,No Holiday,Yes,20.1,28,Low,3.2,Light,0.0,No Rain,0.0,No Snow,1950
2018-04-29,2018,Apr,29,19,Sunday,False,Spring,No Holiday,Yes,18.1,38,Low,2.8,Light,0.0,No Rain,0.0,No Snow,1712
2018-04-29,2018,Apr,29,20,Sunday,False,Spring,No Holiday,Yes,16.9,42,Moderate,2.7,Light,0.0,No Rain,0.0,No Snow,1485
2018-04-29,2018,Apr,29,21,Sunday,False,Spring,No Holiday,Yes,16.1,44,Moderate,1.2,Calm,0.0,No Rain,0.0,No Snow,1382
2018-04-29,2018,Apr,29,22,Sunday,False,Spring,No Holiday,Yes,15.6,43,Moderate,2.3,Light,0.0,No Rain,0.0,No Snow,1128
2018-04-29,2018,Apr,29,23,Sunday,False,Spring,No Holiday,Yes,15.2,51,Moderate,1.0,Calm,0.0,No Rain,0.0,No Snow,820
2018-04-30,2018,Apr,30,0,Monday,True,Spring,No Holiday,Yes,14.7,54,Moderate,1.3,Calm,0.0,No Rain,0.0,No Snow,569
2018-04-30,2018,Apr,30,1,Monday,True,Spring,No Holiday,Yes,14.4,60,Moderate,1.7,Calm,0.0,No Rain,0.0,No Snow,362
2018-04-30,2018,Apr,30,2,Monday,True,Spring,No Holiday,Yes,14.1,62,High,1.2,Calm,0.0,No Rain,0.0,No Snow,246
2018-04-30,2018,Apr,30,3,Monday,True,Spring,No Holiday,Yes,14.3,61,High,1.0,Calm,0.0,No Rain,0.0,No Snow,157
2018-04-30,2018,Apr,30,4,Monday,True,Spring,No Holiday,Yes,14.6,57,Moderate,1.2,Calm,0.0,No Rain,0.0,No Snow,132
2018-04-30,2018,Apr,30,5,Monday,True,Spring,No Holiday,Yes,14.8,63,High,0.7,Calm,0.0,No Rain,0.0,No Snow,185
2018-04-30,2018,Apr,30,6,Monday,True,Spring,No Holiday,Yes,14.9,64,High,0.5,Calm,0.0,No Rain,0.0,No Snow,397
2018-04-30,2018,Apr,30,7,Monday,True,Spring,No Holiday,Yes,15.1,78,High,1.5,Calm,0.0,No Rain,0.0,No Snow,1075
2018-04-30,2018,Apr,30,8,Monday,True,Spring,No Holiday,Yes,15.8,73,High,0.5,Calm,0.0,No Rain,0.0,No Snow,1791
2018-04-30,2018,Apr,30,9,Monday,True,Spring,No Holiday,Yes,17.5,65,High,1.0,Calm,0.0,No Rain,0.0,No Snow,983
2018-04-30,2018,Apr,30,10,Monday,True,Spring,No Holiday,Yes,19.5,54,Moderate,1.1,Calm,0.0,No Rain,0.0,No Snow,742
2018-04-30,2018,Apr,30,11,Monday,True,Spring,No Holiday,Yes,20.3,52,Moderate,0.9,Calm,0.0,No Rain,0.0,No Snow,901
2018-04-30,2018,Apr,30,12,Monday,True,Spring,No Holiday,Yes,22.2,50,Moderate,2.0,Calm,0.0,No Rain,0.0,No Snow,1094
2018-04-30,2018,Apr,30,13,Monday,True,Spring,No Holiday,Yes,23.3,45,Moderate,1.8,Calm,0.0,No Rain,0.0,No Snow,1019
2018-04-30,2018,Apr,30,14,Monday,True,Spring,No Holiday,Yes,24.0,47,Moderate,2.3,Light,0.0,No Rain,0.0,No Snow,1055
2018-04-30,2018,Apr,30,15,Monday,True,Spring,No Holiday,Yes,24.1,48,Moderate,2.7,Light,0.0,No Rain,0.0,No Snow,1168
2018-04-30,2018,Apr,30,16,Monday,True,Spring,No Holiday,Yes,24.8,45,Moderate,1.8,Calm,0.0,No Rain,0.0,No Snow,1344
2018-04-30,2018,Apr,30,17,Monday,True,Spring,No Holiday,Yes,24.0,53,Moderate,3.5,Light,0.0,No Rain,0.0,No Snow,1706
2018-04-30,2018,Apr,30,18,Monday,True,Spring,No Holiday,Yes,23.0,54,Moderate,2.9,Light,0.0,No Rain,0.0,No Snow,2558
2018-04-30,2018,Apr,30,19,Monday,True,Spring,No Holiday,Yes,21.2,65,High,2.9,Light,0.0,No Rain,0.0,No Snow,2064
2018-04-30,2018,Apr,30,20,Monday,True,Spring,No Holiday,Yes,20.0,69,High,2.4,Light,0.0,No Rain,0.0,No Snow,1703
2018-04-30,2018,Apr,30,21,Monday,True,Spring,No Holiday,Yes,19.1,73,High,1.2,Calm,0.0,No Rain,0.0,No Snow,1711
2018-04-30,2018,Apr,30,22,Monday,True,Spring,No Holiday,Yes,18.4,78,High,1.6,Calm,0.0,No Rain,0.0,No Snow,1456
2018-04-30,2018,Apr,30,23,Monday,True,Spring,No Holiday,Yes,17.9,79,High,0.4,Calm,0.0,No Rain,0.0,No Snow,1044
2018-05-01,2018,May,1,0,Tuesday,False,Spring,Holiday,Yes,18.3,78,High,0.8,Calm,0.0,No Rain,0.0,No Snow,782
2018-05-01,2018,May,1,1,Tuesday,False,Spring,Holiday,Yes,18.3,83,Very High,1.1,Calm,0.0,No Rain,0.0,No Snow,705
2018-05-01,2018,May,1,2,Tuesday,False,Spring,Holiday,Yes,18.2,85,Very High,0.8,Calm,0.0,No Rain,0.0,No Snow,534
2018-05-01,2018,May,1,3,Tuesday,False,Spring,Holiday,Yes,18.1,85,Very High,1.0,Calm,0.0,No Rain,0.0,No Snow,343
2018-05-01,2018,May,1,4,Tuesday,False,Spring,Holiday,Yes,18.0,85,Very High,0.3,Calm,0.0,No Rain,0.0,No Snow,187
2018-05-01,2018,May,1,5,Tuesday,False,Spring,Holiday,Yes,18.0,85,Very High,0.8,Calm,0.0,No Rain,0.0,No Snow,166
2018-05-01,2018,May,1,6,Tuesday,False,Spring,Holiday,Yes,17.8,85,Very High,0.6,Calm,0.0,No Rain,0.0,No Snow,306
2018-05-01,2018,May,1,7,Tuesday,False,Spring,Holiday,Yes,18.0,82,Very High,0.7,Calm,0.0,No Rain,0.0,No Snow,614
2018-05-01,2018,May,1,8,Tuesday,False,Spring,Holiday,Yes,18.8,76,High,0.6,Calm,0.0,No Rain,0.0,No Snow,1067
2018-05-01,2018,May,1,9,Tuesday,False,Spring,Holiday,Yes,20.7,67,High,1.1,Calm,0.0,No Rain,0.0,No Snow,1024
2018-05-01,2018,May,1,10,Tuesday,False,Spring,Holiday,Yes,22.2,61,High,1.2,Calm,0.0,No Rain,0.0,No Snow,1002
2018-05-01,2018,May,1,11,Tuesday,False,Spring,Holiday,Yes,22.7,63,High,1.1,Calm,0.0,No Rain,0.0,No Snow,1117
2018-05-01,2018,May,1,12,Tuesday,False,Spring,Holiday,Yes,22.1,67,High,2.7,Light,0.0,No Rain,0.0,No Snow,1315
2018-05-01,2018,May,1,13,Tuesday,False,Spring,Holiday,Yes,23.0,63,High,3.1,Light,0.0,No Rain,0.0,No Snow,1493
2018-05-01,2018,May,1,14,Tuesday,False,Spring,Holiday,Yes,23.0,64,High,2.8,Light,0.0,No Rain,0.0,No Snow,1536
2018-05-01,2018,May,1,15,Tuesday,False,Spring,Holiday,Yes,23.1,61,High,2.5,Light,0.0,No Rain,0.0,No Snow,1639
2018-05-01,2018,May,1,16,Tuesday,False,Spring,Holiday,Yes,22.6,63,High,3.1,Light,0.0,No Rain,0.0,No Snow,1759
2018-05-01,2018,May,1,17,Tuesday,False,Spring,Holiday,Yes,22.0,65,High,2.4,Light,0.0,No Rain,0.0,No Snow,1898
2018-05-01,2018,May,1,18,Tuesday,False,Spring,Holiday,Yes,21.6,67,High,2.0,Calm,0.0,No Rain,0.0,No Snow,2082
2018-05-01,2018,May,1,19,Tuesday,False,Spring,Holiday,Yes,21.2,68,High,1.5,Calm,0.0,No Rain,0.0,No Snow,1696
2018-05-01,2018,May,1,20,Tuesday,False,Spring,Holiday,Yes,20.6,72,High,1.3,Calm,0.0,No Rain,0.0,No Snow,1656
2018-05-01,2018,May,1,21,Tuesday,False,Spring,Holiday,Yes,20.2,74,High,1.3,Calm,0.0,No Rain,0.0,No Snow,1644
2018-05-01,2018,May,1,22,Tuesday,False,Spring,Holiday,Yes,19.9,75,High,0.8,Calm,0.0,No Rain,0.0,No Snow,1400
2018-05-01,2018,May,1,23,Tuesday,False,Spring,Holiday,Yes,19.8,73,High,0.9,Calm,0.0,No Rain,0.0,No Snow,855
2018-05-02,2018,May,2,0,Wednesday,True,Spring,No Holiday,Yes,19.7,76,High,0.5,Calm,0.0,No Rain,0.0,No Snow,612
2018-05-02,2018,May,2,1,Wednesday,True,Spring,No Holiday,Yes,19.6,75,High,2.1,Light,0.0,No Rain,0.0,No Snow,413
2018-05-02,2018,May,2,2,Wednesday,True,Spring,No Holiday,Yes,19.0,80,High,1.6,Calm,0.0,No Rain,0.0,No Snow,245
2018-05-02,2018,May,2,3,Wednesday,True,Spring,No Holiday,Yes,18.5,82,Very High,0.8,Calm,0.0,No Rain,0.0,No Snow,170
2018-05-02,2018,May,2,4,Wednesday,True,Spring,No Holiday,Yes,18.4,81,Very High,0.4,Calm,0.0,No Rain,0.0,No Snow,93
2018-05-02,2018,May,2,5,Wednesday,True,Spring,No Holiday,Yes,18.4,87,Very High,0.8,Calm,0.4,No Rain,0.0,No Snow,76
2018-05-02,2018,May,2,6,Wednesday,True,Spring,No Holiday,Yes,17.9,93,Very High,0.9,Calm,0.1,No Rain,0.0,No Snow,67
2018-05-02,2018,May,2,7,Wednesday,True,Spring,No Holiday,Yes,17.6,94,Very High,0.5,Calm,1.0,No Rain,0.0,No Snow,102
2018-05-02,2018,May,2,8,Wednesday,True,Spring,No Holiday,Yes,17.5,94,Very High,0.9,Calm,0.0,No Rain,0.0,No Snow,555
2018-05-02,2018,May,2,9,Wednesday,True,Spring,No Holiday,Yes,17.4,94,Very High,0.7,Calm,0.0,No Rain,0.0,No Snow,609
2018-05-02,2018,May,2,10,Wednesday,True,Spring,No Holiday,Yes,17.7,88,Very High,1.1,Calm,0.0,No Rain,0.0,No Snow,486
2018-05-02,2018,May,2,11,Wednesday,True,Spring,No Holiday,Yes,18.0,85,Very High,1.1,Calm,0.0,No Rain,0.0,No Snow,206
2018-05-02,2018,May,2,12,Wednesday,True,Spring,No Holiday,Yes,17.3,95,Very High,0.7,Calm,3.5,Light,0.0,No Snow,63
2018-05-02,2018,May,2,13,Wednesday,True,Spring,No Holiday,Yes,17.2,96,Very High,0.9,Calm,4.0,Light,0.0,No Snow,327
2018-05-02,2018,May,2,14,Wednesday,True,Spring,No Holiday,Yes,17.5,94,Very High,0.3,Calm,0.0,No Rain,0.0,No Snow,376
2018-05-02,2018,May,2,15,Wednesday,True,Spring,No Holiday,Yes,17.0,90,Very High,3.7,Light,0.0,No Rain,0.0,No Snow,143
2018-05-02,2018,May,2,16,Wednesday,True,Spring,No Holiday,Yes,15.4,95,Very High,4.7,Moderate,0.5,No Rain,0.0,No Snow,400
2018-05-02,2018,May,2,17,Wednesday,True,Spring,No Holiday,Yes,13.9,94,Very High,2.6,Light,0.0,No Rain,0.0,No Snow,813
2018-05-02,2018,May,2,18,Wednesday,True,Spring,No Holiday,Yes,13.6,89,Very High,2.3,Light,0.0,No Rain,0.0,No Snow,518
2018-05-02,2018,May,2,19,Wednesday,True,Spring,No Holiday,Yes,12.6,93,Very High,3.9,Light,0.0,No Rain,0.0,No Snow,131
2018-05-02,2018,May,2,20,Wednesday,True,Spring,No Holiday,Yes,11.1,91,Very High,4.0,Light,0.5,No Rain,0.0,No Snow,123
2018-05-02,2018,May,2,21,Wednesday,True,Spring,No Holiday,Yes,10.5,94,Very High,2.8,Light,1.0,No Rain,0.0,No Snow,327
2018-05-02,2018,May,2,22,Wednesday,True,Spring,No Holiday,Yes,10.4,85,Very High,3.7,Light,0.0,No Rain,0.0,No Snow,299
2018-05-02,2018,May,2,23,Wednesday,True,Spring,No Holiday,Yes,9.5,90,Very High,3.6,Light,1.0,No Rain,0.0,No Snow,294
2018-05-03,2018,May,3,0,Thursday,True,Spring,No Holiday,Yes,8.7,86,Very High,3.1,Light,0.0,No Rain,0.0,No Snow,361
2018-05-03,2018,May,3,1,Thursday,True,Spring,No Holiday,Yes,7.9,86,Very High,2.1,Light,0.0,No Rain,0.0,No Snow,323
2018-05-03,2018,May,3,2,Thursday,True,Spring,No Holiday,Yes,7.3,86,Very High,1.7,Calm,0.0,No Rain,0.0,No Snow,251
2018-05-03,2018,May,3,3,Thursday,True,Spring,No Holiday,Yes,7.0,86,Very High,1.2,Calm,0.0,No Rain,0.0,No Snow,156
2018-05-03,2018,May,3,4,Thursday,True,Spring,No Holiday,Yes,7.0,87,Very High,1.3,Calm,0.0,No Rain,0.0,No Snow,109
2018-05-03,2018,May,3,5,Thursday,True,Spring,No Holiday,Yes,7.0,85,Very High,0.8,Calm,0.0,No Rain,0.0,No Snow,163
2018-05-03,2018,May,3,6,Thursday,True,Spring,No Holiday,Yes,7.9,86,Very High,2.0,Calm,0.0,No Rain,0.0,No Snow,469
2018-05-03,2018,May,3,7,Thursday,True,Spring,No Holiday,Yes,8.4,83,Very High,1.4,Calm,0.0,No Rain,0.0,No Snow,1160
2018-05-03,2018,May,3,8,Thursday,True,Spring,No Holiday,Yes,10.5,67,High,2.3,Light,0.0,No Rain,0.0,No Snow,1946
